"covariateId","covariateName","analysisId","conceptId"
3021854702,"measurement during day -365 through 0 days relative to index: CD41 cells/100 cells in Blood",702,3021854
3016816702,"measurement during day -365 through 0 days relative to index: Cytomegalovirus IgG Ab [Presence] in Serum or Plasma",702,3016816
3028612702,"measurement during day -365 through 0 days relative to index: Thyroperoxidase Ab [Presence] in Serum or Plasma",702,3028612
3026314702,"measurement during day -365 through 0 days relative to index: Anisocytosis [Presence] in Blood by Light microscopy",702,3026314
3004268702,"measurement during day -365 through 0 days relative to index: Protein electrophoresis panel - Cerebral spinal fluid",702,3004268
3026051702,"measurement during day -365 through 0 days relative to index: Polymorphonuclear cells/100 leukocytes in Pleural fluid",702,3026051
3016242702,"measurement during day -365 through 0 days relative to index: Piperacillin+Tazobactam [Susceptibility] by Disk diffusion (KB)",702,3016242
3000716702,"measurement during day -365 through 0 days relative to index: Bacteria identified in Tissue by Biopsy culture",702,3000716
3014315702,"measurement during day -365 through 0 days relative to index: Urine output",702,3014315
3016226702,"measurement during day -365 through 0 days relative to index: PEEP Respiratory system",702,3016226
3023599702,"measurement during day -365 through 0 days relative to index: MCV [Entitic volume] by Automated count",702,3023599
3035851702,"measurement during day -365 through 0 days relative to index: Transitional cells [#/area] in Urine sediment by Microscopy high power field",702,3035851
45880765702,"measurement during day -365 through 0 days relative to index: Line 4",702,45880765
43055361702,"measurement during day -365 through 0 days relative to index: Metamyelocytes/Leukocytes [Pure number fraction] in Blood by Manual count",702,43055361
3007169702,"measurement during day -365 through 0 days relative to index: Variant lymphocytes/100 leukocytes in Body fluid",702,3007169
3043989702,"measurement during day -365 through 0 days relative to index: Variant lymphocytes/100 leukocytes in Peritoneal fluid",702,3043989
3018543702,"measurement during day -365 through 0 days relative to index: Iron.microscopic observation [Identifier] in Bone marrow by Potassium ferrocyanide stain",702,3018543
3043614702,"measurement during day -365 through 0 days relative to index: Bacteria identified in Aspirate by Culture",702,3043614
3007930702,"measurement during day -365 through 0 days relative to index: Methemoglobin/Hemoglobin.total in Blood",702,3007930
3027480702,"measurement during day -365 through 0 days relative to index: Carbon dioxide [Partial pressure] in Body fluid",702,3027480
3029857702,"measurement during day -365 through 0 days relative to index: CD45 (Lymphs) cells/100 cells in Bone marrow",702,3029857
3013327702,"measurement during day -365 through 0 days relative to index: Hepatitis A virus IgM Ab [Presence] in Serum",702,3013327
21490753702,"measurement during day -365 through 0 days relative to index: Volume expired per minute Respiratory system",702,21490753
3030354702,"measurement during day -365 through 0 days relative to index: Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)",702,3030354
3005719702,"measurement during day -365 through 0 days relative to index: IgG [Mass/volume] in Serum or Plasma",702,3005719
3044935702,"measurement during day -365 through 0 days relative to index: Platelets Large [Presence] in Blood by Automated count",702,3044935
3018672702,"measurement during day -365 through 0 days relative to index: pH of Body fluid",702,3018672
3039504702,"measurement during day -365 through 0 days relative to index: TBX5 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal",702,3039504
3001122702,"measurement during day -365 through 0 days relative to index: Ferritin [Mass/volume] in Serum or Plasma",702,3001122
3043694702,"measurement during day -365 through 0 days relative to index: Mesothelial cells/100 leukocytes in Synovial fluid",702,3043694
3000330702,"measurement during day -365 through 0 days relative to index: Specific gravity of Urine by Test strip",702,3000330
3008741702,"measurement during day -365 through 0 days relative to index: CD16+CD56+ cells/100 cells in Body fluid",702,3008741
3000099702,"measurement during day -365 through 0 days relative to index: Nuclear Ab [Units/volume] in Serum by Immunoassay",702,3000099
3025285702,"measurement during day -365 through 0 days relative to index: Estradiol (E2) [Mass/volume] in Serum or Plasma",702,3025285
3021374702,"measurement during day -365 through 0 days relative to index: Sirolimus [Mass/volume] in Blood",702,3021374
3009361702,"measurement during day -365 through 0 days relative to index: Monocytes/100 leukocytes in Synovial fluid",702,3009361
3004437702,"measurement during day -365 through 0 days relative to index: Lymphocytes/100 leukocytes in Peritoneal fluid",702,3004437
3035146702,"measurement during day -365 through 0 days relative to index: Systemic vascular Resistance",702,3035146
3004142702,"measurement during day -365 through 0 days relative to index: Amylase [Enzymatic activity/volume] in Synovial fluid",702,3004142
3023744702,"measurement during day -365 through 0 days relative to index: Fat [Presence] in Urine",702,3023744
45884382702,"measurement during day -365 through 0 days relative to index: Dialysis",702,45884382
3020851702,"measurement during day -365 through 0 days relative to index: Waxy casts [#/area] in Urine sediment by Microscopy low power field",702,3020851
3010493702,"measurement during day -365 through 0 days relative to index: Viscosity of Serum",702,3010493
3035509702,"measurement during day -365 through 0 days relative to index: Tobramycin [Mass/volume] in Serum or Plasma",702,3035509
3030571702,"measurement during day -365 through 0 days relative to index: Basophils/100 leukocytes in Pleural fluid",702,3030571
3029723702,"measurement during day -365 through 0 days relative to index: CD33 cells/100 cells in Bone marrow",702,3029723
3047148702,"measurement during day -365 through 0 days relative to index: Creatinine renal clearance in Urine and Serum or Plasma collected for unspecified duration",702,3047148
3020149702,"measurement during day -365 through 0 days relative to index: 25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma",702,3020149
3024171702,"measurement during day -365 through 0 days relative to index: Respiratory rate",702,3024171
3023314702,"measurement during day -365 through 0 days relative to index: Hematocrit [Volume Fraction] of Blood by Automated count",702,3023314
3013290702,"measurement during day -365 through 0 days relative to index: Carbon dioxide [Partial pressure] in Blood",702,3013290
45882279702,"measurement during day -365 through 0 days relative to index: Line 3",702,45882279
3015884702,"measurement during day -365 through 0 days relative to index: Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma",702,3015884
3023420702,"measurement during day -365 through 0 days relative to index: DNA double strand Ab [Units/volume] in Serum",702,3023420
3004410702,"measurement during day -365 through 0 days relative to index: Hemoglobin A1c/Hemoglobin.total in Blood",702,3004410
3003132702,"measurement during day -365 through 0 days relative to index: Barbiturates [Presence] in Serum, Plasma or Blood",702,3003132
3005658702,"measurement during day -365 through 0 days relative to index: Casts [#/area] in Urine sediment by Microscopy low power field",702,3005658
3008541702,"measurement during day -365 through 0 days relative to index: Platelet aggregation arachidonate induced [Presence] in Platelet rich plasma",702,3008541
3000515702,"measurement during day -365 through 0 days relative to index: Antithrombin actual/normal in Platelet poor plasma by Chromogenic method",702,3000515
3016724702,"measurement during day -365 through 0 days relative to index: Homocysteine [Moles/volume] in Serum or Plasma",702,3016724
3019510702,"measurement during day -365 through 0 days relative to index: Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay",702,3019510
3026556702,"measurement during day -365 through 0 days relative to index: Fluid output chest tube",702,3026556
3006501702,"measurement during day -365 through 0 days relative to index: CD33 cells/100 cells in Blood",702,3006501
3012222702,"measurement during day -365 through 0 days relative to index: Trimethoprim+Sulfamethoxazole [Susceptibility] by Disk diffusion (KB)",702,3012222
3005854702,"measurement during day -365 through 0 days relative to index: Burr cells [Presence] in Blood by Light microscopy",702,3005854
3024836702,"measurement during day -365 through 0 days relative to index: Epstein Barr virus capsid IgG and IgM panel - Serum",702,3024836
3011965702,"measurement during day -365 through 0 days relative to index: Urea nitrogen [Mass/volume] in Urine",702,3011965
3029960702,"measurement during day -365 through 0 days relative to index: CD13 cells/100 cells in Bone marrow",702,3029960
3021601702,"measurement during day -365 through 0 days relative to index: Nitrite [Presence] in Urine by Test strip",702,3021601
3018465702,"measurement during day -365 through 0 days relative to index: Oxygen saturation in Mixed venous blood",702,3018465
4057589702,"measurement during day -365 through 0 days relative to index: Synovial fluid: crystals",702,4057589
3005686702,"measurement during day -365 through 0 days relative to index: Bite cells [Presence] in Blood by Light microscopy",702,3005686
3013721702,"measurement during day -365 through 0 days relative to index: Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma",702,3013721
3020358702,"measurement during day -365 through 0 days relative to index: CD16+CD56+ cells [#/volume] in Blood",702,3020358
3028615702,"measurement during day -365 through 0 days relative to index: Eosinophils [#/volume] in Blood by Automated count",702,3028615
3021322702,"measurement during day -365 through 0 days relative to index: Cryoglobulin [Presence] in Serum",702,3021322
3037201702,"measurement during day -365 through 0 days relative to index: Protein S Ag actual/normal in Platelet poor plasma by Immunoassay",702,3037201
3030772702,"measurement during day -365 through 0 days relative to index: CD13 cells/100 cells in Body fluid",702,3030772
3006490702,"measurement during day -365 through 0 days relative to index: Calcium oxalate crystals [Presence] in Urine sediment by Light microscopy",702,3006490
3000475702,"measurement during day -365 through 0 days relative to index: Leukocytes [#/volume] in Synovial fluid",702,3000475
3020845702,"measurement during day -365 through 0 days relative to index: [Type] of Body fluid",702,3020845
45883840702,"measurement during day -365 through 0 days relative to index: Line 8",702,45883840
3012166702,"measurement during day -365 through 0 days relative to index: Carbon dioxide, total [Moles/volume] in Stool",702,3012166
3002348702,"measurement during day -365 through 0 days relative to index: Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay",702,3002348
3001964702,"measurement during day -365 through 0 days relative to index: Herpes simplex virus Ag [Presence] in Specimen",702,3001964
3033364702,"measurement during day -365 through 0 days relative to index: Cholesterol [Mass/volume] in Pleural fluid",702,3033364
3016557702,"measurement during day -365 through 0 days relative to index: Hepatitis B virus core Ab [Units/volume] in Serum by Immunoassay",702,3016557
3010201702,"measurement during day -365 through 0 days relative to index: CD16 cells/100 cells in Blood",702,3010201
3002870702,"measurement during day -365 through 0 days relative to index: CD3+CD4+ (T4 helper) cells/100 cells in Body fluid",702,3002870
3025616702,"measurement during day -365 through 0 days relative to index: Target cells [Presence] in Blood by Light microscopy",702,3025616
3001978702,"measurement during day -365 through 0 days relative to index: Glucose [Mass/volume] in Synovial fluid",702,3001978
3006753702,"measurement during day -365 through 0 days relative to index: Virus identified in Specimen by Immunofluorescence",702,3006753
3026250702,"measurement during day -365 through 0 days relative to index: Tacrolimus [Mass/volume] in Blood",702,3026250
3011470702,"measurement during day -365 through 0 days relative to index: Myoglobin [Presence] in Urine",702,3011470
3022448702,"measurement during day -365 through 0 days relative to index: Arthropod identified in Specimen",702,3022448
21490712702,"measurement during day -365 through 0 days relative to index: Left ventricular Cardiac index",702,21490712
40760536702,"measurement during day -365 through 0 days relative to index: CD56 cells/100 cells in Body fluid",702,40760536
3003906702,"measurement during day -365 through 0 days relative to index: Oxacillin [Susceptibility] by Disk diffusion (KB)",702,3003906
3002400702,"measurement during day -365 through 0 days relative to index: Iron [Mass/volume] in Serum or Plasma",702,3002400
3034719702,"measurement during day -365 through 0 days relative to index: Porphobilinogen [Presence] in Urine",702,3034719
3002240702,"measurement during day -365 through 0 days relative to index: Glucose [Mass/volume] in Peritoneal fluid",702,3002240
3029648702,"measurement during day -365 through 0 days relative to index: CD15 cells/100 cells in Bone marrow",702,3029648
3017115702,"measurement during day -365 through 0 days relative to index: Methotrexate [Moles/volume] in Serum or Plasma",702,3017115
3037185702,"measurement during day -365 through 0 days relative to index: Protein [Presence] in Urine",702,3037185
3012095702,"measurement during day -365 through 0 days relative to index: Magnesium [Moles/volume] in Serum or Plasma",702,3012095
3005532702,"measurement during day -365 through 0 days relative to index: Lymphocytes/100 leukocytes in Pleural fluid",702,3005532
3005757702,"measurement during day -365 through 0 days relative to index: Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay",702,3005757
44816844702,"measurement during day -365 through 0 days relative to index: Macroprolactin [Units/volume] in Serum or Plasma",702,44816844
3002908702,"measurement during day -365 through 0 days relative to index: Hemoglobin C/Hemoglobin.total in Blood by Electrophoresis acid (pH 6.3)",702,3002908
3009306702,"measurement during day -365 through 0 days relative to index: Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma",702,3009306
3019930702,"measurement during day -365 through 0 days relative to index: Urea nitrogen [Mass/volume] in Body fluid",702,3019930
3012336702,"measurement during day -365 through 0 days relative to index: Haptoglobin [Mass/volume] in Serum or Plasma",702,3012336
3005308702,"measurement during day -365 through 0 days relative to index: Reptilase time",702,3005308
3001318702,"measurement during day -365 through 0 days relative to index: Cholesterol.total/Cholesterol in HDL [Percentile]",702,3001318
3008893702,"measurement during day -365 through 0 days relative to index: Testosterone [Mass/volume] in Serum or Plasma",702,3008893
3036974702,"measurement during day -365 through 0 days relative to index: Deprecated CD8 cells/100 cells in Blood",702,3036974
2113006,"index year: 2113",6,0
2160006,"index year: 2160",6,0
2112006,"index year: 2112",6,0
2166006,"index year: 2166",6,0
2172006,"index year: 2172",6,0
2169006,"index year: 2169",6,0
2120006,"index year: 2120",6,0
2186006,"index year: 2186",6,0
2129006,"index year: 2129",6,0
2151006,"index year: 2151",6,0
2174006,"index year: 2174",6,0
2114006,"index year: 2114",6,0
2194006,"index year: 2194",6,0
2111006,"index year: 2111",6,0
2208006,"index year: 2208",6,0
2127006,"index year: 2127",6,0
2187006,"index year: 2187",6,0
2178006,"index year: 2178",6,0
2146006,"index year: 2146",6,0
2116006,"index year: 2116",6,0
2150006,"index year: 2150",6,0
2195006,"index year: 2195",6,0
2153006,"index year: 2153",6,0
2176006,"index year: 2176",6,0
2149006,"index year: 2149",6,0
2156006,"index year: 2156",6,0
2181006,"index year: 2181",6,0
2132006,"index year: 2132",6,0
2191006,"index year: 2191",6,0
2110006,"index year: 2110",6,0
2134006,"index year: 2134",6,0
2100006,"index year: 2100",6,0
2197006,"index year: 2197",6,0
2182006,"index year: 2182",6,0
2165006,"index year: 2165",6,0
2130006,"index year: 2130",6,0
2168006,"index year: 2168",6,0
2202006,"index year: 2202",6,0
2185006,"index year: 2185",6,0
2118006,"index year: 2118",6,0
2125006,"index year: 2125",6,0
2159006,"index year: 2159",6,0
2192006,"index year: 2192",6,0
2105006,"index year: 2105",6,0
2190006,"index year: 2190",6,0
2122006,"index year: 2122",6,0
2154006,"index year: 2154",6,0
2115006,"index year: 2115",6,0
2106006,"index year: 2106",6,0
2184006,"index year: 2184",6,0
2161006,"index year: 2161",6,0
2133006,"index year: 2133",6,0
2209006,"index year: 2209",6,0
2103006,"index year: 2103",6,0
2131006,"index year: 2131",6,0
2148006,"index year: 2148",6,0
2163006,"index year: 2163",6,0
2123006,"index year: 2123",6,0
2136006,"index year: 2136",6,0
2177006,"index year: 2177",6,0
2205006,"index year: 2205",6,0
2139006,"index year: 2139",6,0
2147006,"index year: 2147",6,0
2164006,"index year: 2164",6,0
2204006,"index year: 2204",6,0
2196006,"index year: 2196",6,0
2198006,"index year: 2198",6,0
2203006,"index year: 2203",6,0
2108006,"index year: 2108",6,0
2173006,"index year: 2173",6,0
2201006,"index year: 2201",6,0
2119006,"index year: 2119",6,0
2152006,"index year: 2152",6,0
2126006,"index year: 2126",6,0
2206006,"index year: 2206",6,0
2189006,"index year: 2189",6,0
2188006,"index year: 2188",6,0
2142006,"index year: 2142",6,0
2109006,"index year: 2109",6,0
2155006,"index year: 2155",6,0
2207006,"index year: 2207",6,0
2101006,"index year: 2101",6,0
2199006,"index year: 2199",6,0
2117006,"index year: 2117",6,0
2144006,"index year: 2144",6,0
2180006,"index year: 2180",6,0
2141006,"index year: 2141",6,0
2167006,"index year: 2167",6,0
2107006,"index year: 2107",6,0
2135006,"index year: 2135",6,0
2179006,"index year: 2179",6,0
2193006,"index year: 2193",6,0
2124006,"index year: 2124",6,0
2183006,"index year: 2183",6,0
2171006,"index year: 2171",6,0
2104006,"index year: 2104",6,0
2143006,"index year: 2143",6,0
2175006,"index year: 2175",6,0
2200006,"index year: 2200",6,0
2121006,"index year: 2121",6,0
2157006,"index year: 2157",6,0
8532001,"gender = FEMALE",1,8532
4213288802,"observation during day -365 through 0 days relative to index: Insertion of catheter into artery",802,4213288
4309033802,"observation during day -365 through 0 days relative to index: Percutaneous insertion of intra-aortic balloon catheter",802,4309033
4257889802,"observation during day -365 through 0 days relative to index: Insertion of needle for intraosseous infusion",802,4257889
4078442802,"observation during day -365 through 0 days relative to index: Catheter procedure",802,4078442
36715149802,"observation during day -365 through 0 days relative to index: Introduction of urinary catheter",802,36715149
4168999802,"observation during day -365 through 0 days relative to index: Open insertion of Hickman central venous catheter",802,4168999
4052017802,"observation during day -365 through 0 days relative to index: Religious affiliation",802,4052017
45890031802,"observation during day -365 through 0 days relative to index: Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump",802,45890031
46235654802,"observation during day -365 through 0 days relative to index: Primary insurance",802,46235654
42689574802,"observation during day -365 through 0 days relative to index: Ultrasonography guided insertion of midline intravenous catheter",802,42689574
4048955802,"observation during day -365 through 0 days relative to index: Introduction of intracranial pressure catheter",802,4048955
40758030802,"observation during day -365 through 0 days relative to index: Preferred language",802,40758030
4195428802,"observation during day -365 through 0 days relative to index: Impaired skin integrity",802,4195428
44803968802,"observation during day -365 through 0 days relative to index: Ethnicity",802,44803968
4197894802,"observation during day -365 through 0 days relative to index: Insertion of implantable venous access port",802,4197894
42536500802,"observation during day -365 through 0 days relative to index: Insertion of catheter into peripheral vein",802,42536500
40766231802,"observation during day -365 through 0 days relative to index: Marital status [NHANES]",802,40766231
4296248802,"observation during day -365 through 0 days relative to index: Cost containment",802,4296248
4141149802,"observation during day -365 through 0 days relative to index: Open insertion of central venous catheter",802,4141149
4305794802,"observation during day -365 through 0 days relative to index: Introduction of catheter into pulmonary artery",802,4305794
2004003502,"procedure_occurrence during day -365 through 0 days relative to index: Percutaneous aspiration of prostate",502,2004003
4296696502,"procedure_occurrence during day -365 through 0 days relative to index: Reimplantation of coronary artery",502,4296696
2000156502,"procedure_occurrence during day -365 through 0 days relative to index: Lysis of cortical adhesions",502,2000156
4302020502,"procedure_occurrence during day -365 through 0 days relative to index: Amputation of toe at interphalangeal joint",502,4302020
4040395502,"procedure_occurrence during day -365 through 0 days relative to index: Procedure on head",502,4040395
42733209502,"procedure_occurrence during day -365 through 0 days relative to index: Debridement; skin, partial thickness",502,42733209
2007072502,"procedure_occurrence during day -365 through 0 days relative to index: Artificial pacemaker voltage or amperage threshold check",502,2007072
2002282502,"procedure_occurrence during day -365 through 0 days relative to index: Hemodialysis",502,2002282
4074109502,"procedure_occurrence during day -365 through 0 days relative to index: Exploratory cervical laminectomy",502,4074109
4199570502,"procedure_occurrence during day -365 through 0 days relative to index: Decompression of thoracic spine",502,4199570
4171495502,"procedure_occurrence during day -365 through 0 days relative to index: Open reduction of dislocation of foot",502,4171495
42739677502,"procedure_occurrence during day -365 through 0 days relative to index: Surgical preparation or creation of recipient site by excision of open wounds, burn eschar, or scar (including subcutaneous tissues); first 100 sq cm or one percent of body area of infants and children (Deprecated)",502,42739677
4306298502,"procedure_occurrence during day -365 through 0 days relative to index: Oophorectomy",502,4306298
2003462502,"procedure_occurrence during day -365 through 0 days relative to index: Other open incisional hernia repair with graft or prosthesis",502,2003462
4216096502,"procedure_occurrence during day -365 through 0 days relative to index: Homotransplant of pancreas",502,4216096
42739968502,"procedure_occurrence during day -365 through 0 days relative to index: Electronic analysis of pacing cardioverter-defibrillator (includes interrogation, evaluation of pulse generator status, evaluation of programmable parameters at rest and during activity where applicable, using electrocardiographic recording and interpreta",502,42739968
2005334502,"procedure_occurrence during day -365 through 0 days relative to index: Removal of implanted devices from bone, other bones",502,2005334
2003510502,"procedure_occurrence during day -365 through 0 days relative to index: Excision or destruction of lesion or tissue of abdominal wall or umbilicus",502,2003510
4000607502,"procedure_occurrence during day -365 through 0 days relative to index: Excision of ampulla of Vater",502,4000607
4219886502,"procedure_occurrence during day -365 through 0 days relative to index: Prophylactic treatment of femur",502,4219886
4031973502,"procedure_occurrence during day -365 through 0 days relative to index: Repair of ventral hernia",502,4031973
2001383502,"procedure_occurrence during day -365 through 0 days relative to index: Bronchial dilation",502,2001383
4147219502,"procedure_occurrence during day -365 through 0 days relative to index: Exploration of spinal fusion",502,4147219
2007090502,"procedure_occurrence during day -365 through 0 days relative to index: Pulmonary artery wedge monitoring",502,2007090
4075361502,"procedure_occurrence during day -365 through 0 days relative to index: Debridement of wound with topical agent",502,4075361
4300713502,"procedure_occurrence during day -365 through 0 days relative to index: Revision of vascular procedure",502,4300713
4081736502,"procedure_occurrence during day -365 through 0 days relative to index: Harvest of skin graft",502,4081736
4281936502,"procedure_occurrence during day -365 through 0 days relative to index: Craniectomy",502,4281936
2002311502,"procedure_occurrence during day -365 through 0 days relative to index: Radical neck dissection, unilateral",502,2002311
2003343502,"procedure_occurrence during day -365 through 0 days relative to index: Other excision or destruction of lesion or tissue of pancreas or pancreatic duct",502,2003343
4324124502,"procedure_occurrence during day -365 through 0 days relative to index: Peritoneal dialysis",502,4324124
2002181502,"procedure_occurrence during day -365 through 0 days relative to index: Intra-abdominal venous shunt",502,2002181
2002531502,"procedure_occurrence during day -365 through 0 days relative to index: Other gastrostomy",502,2002531
2000265502,"procedure_occurrence during day -365 through 0 days relative to index: Closed [percutaneous] [needle] biopsy of thyroid gland",502,2000265
2007899502,"procedure_occurrence during day -365 through 0 days relative to index: Insertion of oropharyngeal airway",502,2007899
4051326502,"procedure_occurrence during day -365 through 0 days relative to index: Intermittent hemodialysis",502,4051326
2003814502,"procedure_occurrence during day -365 through 0 days relative to index: Reconstruction of urinary bladder",502,2003814
4150040502,"procedure_occurrence during day -365 through 0 days relative to index: Debridement of skin and subcutaneous tissue",502,4150040
2005764502,"procedure_occurrence during day -365 through 0 days relative to index: Other local excision or destruction of lesion of joint, ankle",502,2005764
4162219502,"procedure_occurrence during day -365 through 0 days relative to index: Patient transfer to postoperative anesthesia care unit",502,4162219
2000220502,"procedure_occurrence during day -365 through 0 days relative to index: Cranial or peripheral nerve graft",502,2000220
4077445502,"procedure_occurrence during day -365 through 0 days relative to index: Arthroscopy of shoulder with extensive debridement",502,4077445
4051939502,"procedure_occurrence during day -365 through 0 days relative to index: Insertion of endocardial electrode for temporary cardiac pacing",502,4051939
4341895502,"procedure_occurrence during day -365 through 0 days relative to index: Exploration and drainage of bladder",502,4341895
2008005502,"procedure_occurrence during day -365 through 0 days relative to index: Enteral infusion of concentrated nutritional substances",502,2008005
4122234502,"procedure_occurrence during day -365 through 0 days relative to index: Percutaneous endoscopic gastrostomy",502,4122234
4278995502,"procedure_occurrence during day -365 through 0 days relative to index: Interdisciplinary medical team conference",502,4278995
4209151502,"procedure_occurrence during day -365 through 0 days relative to index: Repair of musculotendinous cuff of shoulder",502,4209151
2002029502,"procedure_occurrence during day -365 through 0 days relative to index: Endarterectomy, aorta",502,2002029
4092702502,"procedure_occurrence during day -365 through 0 days relative to index: Visual field examination and evaluation, extended",502,4092702
4031834502,"procedure_occurrence during day -365 through 0 days relative to index: Biopsy of soft tissue of ankle area, superficial",502,4031834
2006146502,"procedure_occurrence during day -365 through 0 days relative to index: Other fasciectomy",502,2006146
2108882502,"procedure_occurrence during day -365 through 0 days relative to index: Upper gastrointestinal endoscopy, simple primary examination (eg, with small diameter flexible endoscope) (separate procedure)",502,2108882
4187087502,"procedure_occurrence during day -365 through 0 days relative to index: Aneurysmectomy with graft replacement of thoracic aorta",502,4187087
4029076502,"procedure_occurrence during day -365 through 0 days relative to index: Bypass graft with artificial transplant",502,4029076
2001113502,"procedure_occurrence during day -365 through 0 days relative to index: Other repair of nasal sinus",502,2001113
2000381502,"procedure_occurrence during day -365 through 0 days relative to index: Blepharorrhaphy",502,2000381
2008107502,"procedure_occurrence during day -365 through 0 days relative to index: Removal of pyelostomy and nephrostomy tube",502,2008107
4027552502,"procedure_occurrence during day -365 through 0 days relative to index: Excision of part of rectum",502,4027552
4234457502,"procedure_occurrence during day -365 through 0 days relative to index: Replacement of tunneled centrally inserted central venous catheter",502,4234457
4330099502,"procedure_occurrence during day -365 through 0 days relative to index: Thoracoscopic procedure",502,4330099
4313443502,"procedure_occurrence during day -365 through 0 days relative to index: Removal of foreign body of subcutaneous tissue",502,4313443
4232190502,"procedure_occurrence during day -365 through 0 days relative to index: Excision of lesion of retroperitoneum",502,4232190
4336464502,"procedure_occurrence during day -365 through 0 days relative to index: Coronary artery bypass graft",502,4336464
4309342502,"procedure_occurrence during day -365 through 0 days relative to index: Roux-en-Y anastomosis of extrahepatic biliary ducts and gastrointestinal tract",502,4309342
4149741502,"procedure_occurrence during day -365 through 0 days relative to index: Total abdominal colectomy with proctectomy and ileostomy",502,4149741
4142094502,"procedure_occurrence during day -365 through 0 days relative to index: Diagnostic lumbar puncture",502,4142094
4029787502,"procedure_occurrence during day -365 through 0 days relative to index: Biopsy of bone",502,4029787
40756782502,"procedure_occurrence during day -365 through 0 days relative to index: Insertion or replacement of external ventricular drain [EVD]",502,40756782
2001185502,"procedure_occurrence during day -365 through 0 days relative to index: Complete sialoadenectomy",502,2001185
2003682502,"procedure_occurrence during day -365 through 0 days relative to index: Ureteroscopy",502,2003682
2002174502,"procedure_occurrence during day -365 through 0 days relative to index: Venous catheterization, not elsewhere classified",502,2002174
4163387502,"procedure_occurrence during day -365 through 0 days relative to index: Decompression of brain",502,4163387
2006243502,"procedure_occurrence during day -365 through 0 days relative to index: Other amputation below knee",502,2006243
2003065502,"procedure_occurrence during day -365 through 0 days relative to index: Endoscopic excision or destruction of lesion or tissue of anus",502,2003065
2008249502,"procedure_occurrence during day -365 through 0 days relative to index: Injection or infusion of immunoglobulin",502,2008249
4054559502,"procedure_occurrence during day -365 through 0 days relative to index: Repair of blood vessel",502,4054559
2005113502,"procedure_occurrence during day -365 through 0 days relative to index: Local excision of lesion or tissue of bone, femur",502,2005113
2007958502,"procedure_occurrence during day -365 through 0 days relative to index: Gastric lavage",502,2007958
2008200502,"procedure_occurrence during day -365 through 0 days relative to index: Removal of other foreign body without incision from head and neck",502,2008200
4010181502,"procedure_occurrence during day -365 through 0 days relative to index: Scalenectomy",502,4010181
2005724502,"procedure_occurrence during day -365 through 0 days relative to index: Excision of semilunar cartilage of knee",502,2005724
4304341502,"procedure_occurrence during day -365 through 0 days relative to index: Replacement of catheter",502,4304341
2002088502,"procedure_occurrence during day -365 through 0 days relative to index: Resection of vessel with replacement, lower limb arteries",502,2002088
43531091502,"procedure_occurrence during day -365 through 0 days relative to index: Open reduction of fracture of patella with internal fixation",502,43531091
2002244502,"procedure_occurrence during day -365 through 0 days relative to index: Hypothermia (systemic) incidental to open heart surgery",502,2002244
2008026502,"procedure_occurrence during day -365 through 0 days relative to index: Replacement of stent (tube) in biliary or pancreatic duct",502,2008026
2000089502,"procedure_occurrence during day -365 through 0 days relative to index: Transplant from cadaver",502,2000089
4244210502,"procedure_occurrence during day -365 through 0 days relative to index: Thoracoscopic pleurodesis",502,4244210
2006857502,"procedure_occurrence during day -365 through 0 days relative to index: Aortography",502,2006857
4073199502,"procedure_occurrence during day -365 through 0 days relative to index: Total thyroidectomy",502,4073199
2109066502,"procedure_occurrence during day -365 through 0 days relative to index: Laparoscopy, surgical; colectomy, partial, with removal of terminal ileum with ileocolostomy",502,2109066
4325539502,"procedure_occurrence during day -365 through 0 days relative to index: CT guided injection of thoracic zygapophyseal joint",502,4325539
4042845502,"procedure_occurrence during day -365 through 0 days relative to index: Thoracoscopic partial lobectomy of lung",502,4042845
2000384502,"procedure_occurrence during day -365 through 0 days relative to index: Reconstruction of eyelid with skin flap or graft",502,2000384
4264477502,"procedure_occurrence during day -365 through 0 days relative to index: Diagnostic radiography of abdomen",502,4264477
2000117502,"procedure_occurrence during day -365 through 0 days relative to index: Incision of cerebral meninges",502,2000117
2008356502,"procedure_occurrence during day -365 through 0 days relative to index: Cardiopulmonary resuscitation, not otherwise specified",502,2008356
4331898502,"procedure_occurrence during day -365 through 0 days relative to index: Child health procedures",502,4331898
2001529502,"procedure_occurrence during day -365 through 0 days relative to index: Pericardiocentesis",502,2001529
4232026502,"procedure_occurrence during day -365 through 0 days relative to index: Ultrasound study follow-up",502,4232026
2000052502,"procedure_occurrence during day -365 through 0 days relative to index: Implantation or replacement of cardiac resynchronization defibrillator pulse generator only [CRT-D]",502,2000052
